,birth_date,job,marital,education,default,housing,loan,contact_date,contact,campaign,pdays,previous,poutcome,y
8890,1973-10-13,blue-collar,married,basic.9y,no,no,no,2008-06-17,telephone,1,999,0,nonexistent,0
8891,1972-05-10,admin.,married,basic.9y,no,yes,no,2009-05-12,cellular,2,999,1,failure,0
8892,1961-11-26,admin.,married,unknown,no,no,no,2008-08-22,cellular,1,999,0,nonexistent,0
8893,1953-04-11,entrepreneur,divorced,university.degree,no,yes,yes,2008-06-09,telephone,2,999,0,nonexistent,0
8894,1964-02-23,admin.,married,high.school,no,yes,no,2008-11-24,cellular,1,999,0,nonexistent,0
8895,1977-08-03,blue-collar,single,basic.9y,no,yes,no,2008-07-31,cellular,1,999,0,nonexistent,0
8896,1977-12-19,technician,single,high.school,no,yes,yes,2008-08-12,cellular,2,999,0,nonexistent,1
8897,1977-07-17,housemaid,married,high.school,no,no,no,2008-06-10,telephone,2,999,0,nonexistent,0
8898,1962-04-13,unemployed,married,university.degree,no,yes,no,2010-03-23,cellular,1,999,2,failure,1
8899,1970-12-01,unknown,married,unknown,no,no,no,2008-08-07,cellular,4,999,0,nonexistent,0
8900,1975-08-24,management,married,university.degree,no,no,no,2008-07-31,cellular,7,999,0,nonexistent,0
8901,1978-04-02,admin.,single,university.degree,no,yes,no,2009-05-01,cellular,1,999,1,failure,0
8902,1975-06-11,unemployed,single,university.degree,no,yes,no,2009-05-21,cellular,1,999,0,nonexistent,0
8903,1971-05-13,technician,married,university.degree,no,no,no,2008-06-19,telephone,1,999,0,nonexistent,0
8904,1977-02-24,services,single,high.school,no,unknown,unknown,2009-05-20,cellular,1,999,1,failure,0
8905,1949-05-22,admin.,married,unknown,no,yes,yes,2010-07-12,cellular,3,999,1,failure,0
8906,1972-08-23,unemployed,single,basic.4y,unknown,no,no,2008-05-16,telephone,1,999,0,nonexistent,0
8907,1986-05-20,housemaid,single,high.school,no,yes,yes,2008-07-14,cellular,12,999,0,nonexistent,0
8908,1970-05-03,admin.,divorced,high.school,no,no,yes,2008-07-07,cellular,2,999,0,nonexistent,0
8909,1975-01-06,blue-collar,single,basic.6y,no,no,no,2010-11-23,cellular,1,999,0,nonexistent,1
8910,1969-04-03,services,married,high.school,unknown,yes,no,2008-07-30,cellular,4,999,0,nonexistent,0
8911,1962-08-25,management,married,basic.9y,no,no,no,2008-05-21,telephone,1,999,0,nonexistent,0
8912,1970-05-16,blue-collar,married,basic.9y,unknown,no,no,2008-07-22,cellular,2,999,0,nonexistent,0
8913,1986-08-07,student,single,high.school,no,yes,no,2009-08-06,cellular,3,15,3,failure,1
8914,1965-08-11,management,single,high.school,no,yes,no,2009-05-04,cellular,1,999,0,nonexistent,1
8915,1976-06-14,blue-collar,married,basic.9y,no,no,no,2008-05-02,telephone,1,999,0,nonexistent,0
8916,1966-10-28,entrepreneur,single,university.degree,no,no,no,2008-07-21,cellular,2,999,0,nonexistent,0
8917,1963-01-09,management,married,university.degree,no,no,no,2008-11-10,cellular,1,999,0,nonexistent,0
8918,1973-03-13,technician,married,professional.course,no,no,no,2008-05-27,telephone,3,999,0,nonexistent,0
8919,1966-11-13,housemaid,married,university.degree,no,no,no,2008-11-24,cellular,1,999,0,nonexistent,0
8920,1970-09-06,services,married,high.school,no,yes,no,2008-05-20,telephone,3,999,0,nonexistent,0
8921,1966-06-16,blue-collar,married,basic.6y,unknown,yes,no,2008-05-26,telephone,3,999,0,nonexistent,0
8922,1968-12-01,technician,married,high.school,no,no,no,2008-08-25,cellular,3,999,0,nonexistent,0
8923,1964-11-13,management,married,university.degree,no,no,no,2008-08-08,cellular,1,999,0,nonexistent,0
8924,1945-07-03,retired,married,basic.4y,no,yes,yes,2010-10-06,cellular,1,3,3,success,1
8925,1979-04-09,technician,single,professional.course,no,no,no,2009-05-20,cellular,3,999,0,nonexistent,1
8926,1953-05-09,blue-collar,married,basic.9y,no,yes,no,2008-08-26,cellular,4,999,0,nonexistent,0
8927,1962-08-14,admin.,single,university.degree,no,no,no,2008-06-05,telephone,6,999,0,nonexistent,0
8928,1958-09-10,admin.,married,university.degree,unknown,yes,no,2008-07-30,telephone,2,999,0,nonexistent,0
8929,1955-08-23,self-employed,divorced,university.degree,no,no,no,2008-07-07,cellular,3,999,0,nonexistent,0
8930,1980-03-27,blue-collar,married,basic.6y,no,no,no,2008-06-25,telephone,5,999,0,nonexistent,1
8931,1980-03-03,services,single,high.school,no,no,no,2008-05-29,telephone,6,999,0,nonexistent,0
8932,1959-01-11,management,married,professional.course,no,yes,no,2008-11-21,cellular,1,999,1,failure,0
8933,1974-05-02,admin.,single,university.degree,unknown,no,no,2008-08-06,cellular,1,999,0,nonexistent,0
8934,1956-06-11,admin.,married,high.school,no,unknown,unknown,2008-05-14,telephone,1,999,0,nonexistent,0
8935,1964-06-20,entrepreneur,divorced,university.degree,no,yes,no,2009-04-30,cellular,1,999,0,nonexistent,0
8936,1979-09-11,technician,divorced,professional.course,no,no,no,2008-11-04,cellular,1,999,1,failure,0
8937,1965-07-13,admin.,divorced,high.school,no,no,no,2008-05-26,telephone,2,999,0,nonexistent,0
8938,1979-08-04,self-employed,married,university.degree,no,no,no,2008-05-29,telephone,3,999,0,nonexistent,0
8939,1964-10-01,admin.,divorced,high.school,no,yes,yes,2008-07-23,cellular,6,999,0,nonexistent,0
8940,1976-01-08,blue-collar,single,high.school,no,yes,no,2008-11-27,cellular,2,999,0,nonexistent,0
8941,1975-03-31,admin.,married,high.school,no,no,no,2009-05-20,cellular,2,999,1,failure,0
8942,1975-03-30,self-employed,married,university.degree,no,no,no,2008-07-21,cellular,3,999,0,nonexistent,0
8943,1953-09-24,services,married,high.school,no,yes,no,2008-11-10,cellular,1,999,0,nonexistent,0
8944,1972-10-12,blue-collar,married,basic.9y,no,no,no,2008-07-28,cellular,1,999,0,nonexistent,0
8945,1949-03-13,blue-collar,married,basic.4y,unknown,no,no,2009-04-06,cellular,3,999,1,failure,0
8946,1972-07-11,blue-collar,divorced,basic.4y,no,no,no,2009-04-24,cellular,2,999,0,nonexistent,0
8947,1982-09-05,housemaid,married,basic.4y,no,no,no,2008-07-10,cellular,1,999,0,nonexistent,0
8948,1967-08-02,technician,married,university.degree,no,yes,yes,2008-11-07,cellular,2,999,0,nonexistent,0
8949,1979-06-07,management,single,university.degree,no,no,yes,2009-06-26,cellular,7,999,0,nonexistent,1
8950,1979-12-07,admin.,married,high.school,no,yes,no,2008-11-14,cellular,1,999,0,nonexistent,0
8951,1957-08-30,management,married,university.degree,no,yes,no,2008-08-28,cellular,1,999,0,nonexistent,0
8952,1974-03-06,blue-collar,married,basic.4y,unknown,yes,no,2009-05-07,cellular,1,999,0,nonexistent,0
8953,1960-06-02,technician,divorced,university.degree,no,yes,yes,2008-08-27,cellular,7,999,0,nonexistent,0
8954,1971-07-06,technician,married,university.degree,no,yes,no,2009-06-17,cellular,1,999,0,nonexistent,0
8955,1964-06-02,blue-collar,married,basic.9y,no,yes,no,2008-07-17,cellular,1,999,0,nonexistent,0
8956,1967-12-03,self-employed,married,basic.9y,unknown,yes,no,2008-11-03,cellular,2,999,0,nonexistent,0
8957,1982-02-16,student,single,high.school,no,no,no,2008-06-09,telephone,1,999,0,nonexistent,0
8958,1946-12-01,unknown,married,unknown,no,yes,no,2010-08-13,telephone,4,999,0,nonexistent,1
8959,1950-08-13,management,married,university.degree,unknown,yes,no,2008-11-04,cellular,2,999,0,nonexistent,0
8960,1964-06-04,services,divorced,high.school,no,no,no,2008-07-11,cellular,3,999,0,nonexistent,0
8961,1952-06-20,retired,married,high.school,unknown,no,no,2008-06-25,telephone,1,999,0,nonexistent,0
8962,1954-10-12,management,married,university.degree,no,no,no,2008-11-18,cellular,1,999,1,failure,0
8963,1973-08-30,blue-collar,married,basic.9y,no,no,no,2008-06-16,telephone,1,999,0,nonexistent,0
8964,1979-01-20,admin.,single,high.school,no,no,yes,2008-11-14,cellular,2,999,1,failure,0
8965,1962-05-08,technician,divorced,professional.course,no,no,no,2008-07-08,cellular,4,999,0,nonexistent,0
8966,1965-10-17,technician,single,university.degree,no,yes,no,2008-07-24,cellular,1,999,0,nonexistent,0
8967,1972-04-23,housemaid,married,high.school,no,yes,no,2008-06-09,telephone,1,999,0,nonexistent,0
8968,1950-11-13,management,married,basic.4y,no,no,no,2008-11-07,cellular,3,999,0,nonexistent,0
8969,1975-03-30,services,single,high.school,no,no,no,2008-05-26,telephone,1,999,0,nonexistent,0
8970,1985-04-20,student,single,high.school,no,no,no,2009-08-27,cellular,1,999,0,nonexistent,1
8971,1960-08-04,blue-collar,married,basic.9y,unknown,no,no,2009-05-20,cellular,4,999,0,nonexistent,0
8972,1972-09-02,technician,single,professional.course,no,yes,no,2008-11-27,cellular,3,999,0,nonexistent,0
8973,1971-09-02,blue-collar,married,professional.course,no,yes,no,2008-06-12,telephone,1,999,0,nonexistent,0
8974,1976-12-14,technician,married,professional.course,no,no,no,2008-08-22,cellular,2,999,0,nonexistent,0
8975,1978-09-07,technician,single,high.school,unknown,no,no,2008-08-18,cellular,3,999,0,nonexistent,0
8976,1976-06-21,self-employed,married,high.school,no,yes,no,2008-08-13,cellular,3,999,0,nonexistent,0
8977,1973-07-25,technician,married,professional.course,no,yes,no,2009-08-27,cellular,2,999,1,failure,0
8978,1972-08-05,technician,married,university.degree,no,no,no,2008-05-07,telephone,14,999,0,nonexistent,0
8979,1973-03-24,unemployed,married,university.degree,no,yes,no,2008-07-08,cellular,4,999,0,nonexistent,0
8980,1979-07-28,services,single,university.degree,unknown,yes,no,2008-05-19,telephone,1,999,0,nonexistent,0
8981,1974-01-04,admin.,divorced,university.degree,no,no,no,2008-11-11,cellular,1,999,0,nonexistent,0
8982,1973-01-17,services,married,basic.6y,no,no,no,2008-05-12,telephone,6,999,0,nonexistent,0
8983,1979-09-18,admin.,single,university.degree,no,no,no,2008-06-04,telephone,1,999,0,nonexistent,0
8984,1964-08-07,entrepreneur,married,basic.6y,unknown,no,no,2008-07-07,cellular,3,999,0,nonexistent,1
8985,1960-03-08,unemployed,married,basic.4y,unknown,yes,no,2009-05-27,cellular,1,999,0,nonexistent,0
8986,1968-08-13,admin.,single,university.degree,no,yes,no,2008-07-25,cellular,1,999,0,nonexistent,0
8987,1962-06-11,admin.,married,professional.course,no,no,no,2008-07-04,cellular,1,999,0,nonexistent,0
8988,1976-12-22,blue-collar,married,high.school,no,yes,no,2008-11-19,cellular,1,999,0,nonexistent,0
8989,1974-04-13,technician,married,university.degree,no,yes,no,2008-08-01,cellular,1,999,0,nonexistent,0
8990,1957-08-22,blue-collar,married,basic.9y,no,no,no,2008-05-26,telephone,1,999,0,nonexistent,0
8991,1962-02-08,services,married,high.school,no,yes,yes,2009-05-04,cellular,1,999,1,failure,0
8992,1965-05-14,management,married,university.degree,no,yes,no,2008-07-29,cellular,4,999,0,nonexistent,0
8993,1985-02-14,services,single,high.school,no,no,yes,2009-05-07,cellular,1,999,1,failure,0
8994,1983-11-01,services,single,high.school,no,no,yes,2010-09-20,telephone,1,999,0,nonexistent,0
8995,1977-09-04,technician,single,university.degree,unknown,yes,no,2008-08-13,cellular,1,999,0,nonexistent,0
8996,1974-02-09,management,married,university.degree,no,no,no,2008-06-11,telephone,8,999,0,nonexistent,1
8997,1970-04-20,technician,married,university.degree,no,yes,no,2008-08-12,cellular,1,999,0,nonexistent,0
8998,1970-08-01,admin.,married,basic.9y,no,yes,yes,2008-11-26,cellular,2,999,0,nonexistent,0
8999,1976-02-26,admin.,married,university.degree,no,yes,no,2008-11-28,cellular,4,999,0,nonexistent,0
9000,1961-07-29,blue-collar,married,basic.6y,no,yes,no,2008-05-09,telephone,1,999,0,nonexistent,1
9001,1958-08-19,technician,married,high.school,no,yes,no,2008-08-07,cellular,3,999,0,nonexistent,0
9002,1975-06-26,services,divorced,high.school,no,no,yes,2008-07-03,cellular,7,999,0,nonexistent,0
9003,1959-08-16,retired,married,basic.9y,no,no,no,2008-06-20,telephone,4,999,0,nonexistent,0
9004,1972-01-29,admin.,single,university.degree,no,no,yes,2009-05-04,cellular,1,999,1,failure,0
9005,1974-05-26,blue-collar,single,professional.course,no,yes,no,2009-06-29,cellular,1,999,0,nonexistent,1
9006,1961-08-12,management,married,university.degree,no,no,no,2008-05-19,telephone,12,999,0,nonexistent,0
9007,1949-08-30,admin.,married,professional.course,no,no,no,2009-08-18,cellular,1,999,0,nonexistent,0
9008,1928-11-25,retired,married,basic.4y,unknown,no,no,2009-03-30,cellular,1,999,0,nonexistent,0
9009,1965-08-24,management,married,university.degree,no,yes,no,2008-11-04,cellular,4,999,0,nonexistent,0
9010,1960-06-09,services,married,basic.4y,unknown,yes,no,2008-08-26,cellular,3,999,0,nonexistent,1
9011,1942-11-20,retired,married,basic.4y,no,yes,no,2009-11-19,cellular,1,999,0,nonexistent,1
9012,1979-08-28,services,married,high.school,unknown,yes,yes,2008-11-27,cellular,4,999,0,nonexistent,0
9013,1977-04-11,entrepreneur,married,basic.6y,no,yes,no,2008-05-23,telephone,3,999,0,nonexistent,0
9014,1977-02-13,entrepreneur,married,basic.4y,no,yes,no,2008-11-19,telephone,1,999,0,nonexistent,0
9015,1944-12-08,retired,married,basic.4y,no,yes,no,2009-08-04,cellular,2,999,1,failure,0
9016,1972-04-17,blue-collar,married,basic.9y,unknown,no,no,2008-05-27,telephone,1,999,0,nonexistent,0
9017,1976-08-31,blue-collar,single,basic.6y,unknown,unknown,unknown,2008-07-22,cellular,4,999,0,nonexistent,0
9018,1976-02-20,admin.,married,high.school,no,yes,no,2009-05-15,cellular,1,999,0,nonexistent,0
9019,1960-07-14,blue-collar,married,basic.9y,no,yes,no,2009-05-15,cellular,1,999,1,failure,0
9020,1978-06-20,services,married,basic.9y,no,no,no,2009-04-20,cellular,2,999,0,nonexistent,0
9021,1955-03-25,housemaid,married,basic.4y,no,yes,no,2008-05-20,telephone,1,999,0,nonexistent,0
9022,1981-04-24,services,single,high.school,unknown,no,no,2008-05-02,telephone,1,999,0,nonexistent,0
9023,1979-08-08,unemployed,married,professional.course,no,yes,yes,2009-06-30,cellular,1,999,0,nonexistent,0
9024,1977-05-09,management,single,high.school,no,no,no,2010-06-24,telephone,1,999,0,nonexistent,0
9025,1986-09-04,student,single,unknown,no,yes,yes,2010-09-08,telephone,1,10,1,success,0
9026,1963-05-25,blue-collar,married,high.school,no,no,no,2009-05-05,cellular,1,999,1,failure,0
9027,1979-06-12,services,single,high.school,no,yes,no,2008-07-16,telephone,1,999,0,nonexistent,0
9028,1972-10-20,admin.,single,university.degree,no,no,no,2008-11-20,cellular,1,999,0,nonexistent,0
9029,1977-09-23,technician,single,university.degree,no,yes,no,2010-09-16,cellular,1,999,0,nonexistent,1
9030,1971-03-24,services,married,high.school,unknown,no,yes,2008-05-27,telephone,1,999,0,nonexistent,0
9031,1978-05-29,blue-collar,married,basic.9y,no,no,yes,2008-05-27,telephone,5,999,0,nonexistent,0
9032,1973-09-30,entrepreneur,divorced,high.school,no,no,no,2008-06-13,telephone,2,999,0,nonexistent,0
9033,1955-02-17,blue-collar,married,basic.9y,no,no,yes,2008-05-02,telephone,1,999,0,nonexistent,0
9034,1957-06-09,entrepreneur,divorced,university.degree,unknown,yes,no,2009-04-13,telephone,4,999,0,nonexistent,0
9035,1966-03-20,blue-collar,married,basic.4y,unknown,yes,no,2008-06-26,telephone,1,999,0,nonexistent,0
9036,1985-02-06,blue-collar,single,basic.9y,no,yes,no,2009-05-08,cellular,4,999,0,nonexistent,0
9037,1954-06-03,management,divorced,university.degree,no,yes,no,2008-06-24,telephone,1,999,0,nonexistent,0
9038,1953-09-05,services,married,high.school,unknown,yes,no,2009-05-29,cellular,1,999,1,failure,0
9039,1971-07-08,entrepreneur,married,professional.course,no,yes,yes,2009-06-16,cellular,2,999,1,failure,0
9040,1969-02-22,admin.,married,basic.9y,unknown,yes,yes,2009-05-20,cellular,2,999,0,nonexistent,0
9041,1957-07-09,blue-collar,married,basic.4y,unknown,no,no,2008-06-05,telephone,2,999,0,nonexistent,0
9042,1961-11-09,blue-collar,married,basic.9y,no,yes,no,2008-11-26,cellular,1,999,1,failure,0
9043,1952-05-27,self-employed,married,professional.course,no,no,yes,2008-06-06,telephone,40,999,0,nonexistent,0
9044,1972-06-04,admin.,married,university.degree,no,yes,no,2008-05-26,telephone,2,999,0,nonexistent,0
9045,1964-06-24,blue-collar,married,basic.4y,no,no,no,2008-07-01,cellular,5,999,0,nonexistent,0
9046,1969-06-16,blue-collar,married,basic.6y,no,yes,no,2008-05-01,telephone,3,999,0,nonexistent,0
9047,1954-03-21,entrepreneur,married,basic.6y,unknown,no,no,2008-05-06,telephone,2,999,0,nonexistent,0
9048,1969-06-07,services,married,high.school,no,yes,no,2009-04-20,cellular,1,999,1,failure,0
9049,1985-08-25,services,married,high.school,no,no,no,2009-05-21,cellular,5,999,0,nonexistent,0
9050,1962-07-07,admin.,married,basic.9y,unknown,no,no,2008-05-23,telephone,2,999,0,nonexistent,0
9051,1964-08-06,retired,divorced,professional.course,no,yes,no,2008-11-24,cellular,1,999,0,nonexistent,0
9052,1966-11-01,services,divorced,high.school,unknown,no,no,2008-06-26,telephone,2,999,0,nonexistent,0
9053,1967-08-03,admin.,divorced,high.school,no,no,no,2008-05-13,telephone,2,999,0,nonexistent,0
9054,1984-08-07,blue-collar,married,basic.9y,no,no,no,2008-07-18,cellular,2,999,0,nonexistent,0
9055,1965-02-07,entrepreneur,married,university.degree,no,yes,no,2008-11-03,cellular,2,999,1,failure,1
9056,1968-09-17,blue-collar,married,basic.4y,no,no,no,2008-06-05,telephone,7,999,0,nonexistent,0
9057,1963-08-30,blue-collar,married,basic.6y,unknown,yes,no,2008-05-08,telephone,2,999,0,nonexistent,0
9058,1954-10-11,admin.,married,unknown,unknown,no,no,2008-06-20,telephone,16,999,0,nonexistent,0
9059,1949-04-15,blue-collar,married,basic.4y,unknown,yes,no,2008-07-08,cellular,5,999,0,nonexistent,0
9060,1965-01-31,technician,married,professional.course,no,no,no,2008-11-12,cellular,1,999,0,nonexistent,0
9061,1965-06-08,admin.,divorced,basic.9y,no,unknown,unknown,2008-05-27,telephone,2,999,0,nonexistent,0
9062,1983-05-02,self-employed,single,university.degree,no,no,no,2008-05-22,telephone,3,999,0,nonexistent,0
9063,1972-02-21,technician,single,high.school,no,yes,no,2009-04-16,telephone,1,999,0,nonexistent,0
9064,1976-01-19,blue-collar,married,basic.9y,no,yes,no,2009-04-02,cellular,1,999,1,failure,0
9065,1975-02-08,self-employed,divorced,unknown,no,no,no,2008-05-28,telephone,4,999,0,nonexistent,0
9066,1954-11-17,admin.,single,university.degree,no,yes,no,2008-11-18,cellular,1,999,1,failure,0
9067,1955-08-19,technician,married,professional.course,no,yes,no,2008-05-20,telephone,1,999,0,nonexistent,0
9068,1960-10-21,admin.,married,high.school,no,yes,no,2008-08-27,cellular,2,999,0,nonexistent,0
9069,1972-06-17,entrepreneur,married,basic.9y,no,no,no,2008-05-14,telephone,1,999,0,nonexistent,0
9070,1973-02-04,admin.,married,professional.course,no,no,no,2009-05-05,cellular,1,999,1,failure,0
9071,1948-12-11,management,single,university.degree,no,yes,yes,2009-03-04,cellular,1,999,0,nonexistent,1
9072,1975-12-08,admin.,divorced,university.degree,no,yes,no,2008-11-06,telephone,3,999,0,nonexistent,0
9073,1980-09-11,blue-collar,single,high.school,no,yes,yes,2008-06-18,telephone,1,999,0,nonexistent,0
9074,1976-06-02,blue-collar,married,basic.4y,unknown,yes,no,2008-05-14,telephone,1,999,0,nonexistent,0
9075,1972-06-07,blue-collar,single,high.school,no,no,no,2008-07-11,telephone,2,999,0,nonexistent,0
9076,1976-06-02,blue-collar,married,basic.4y,no,yes,no,2008-07-21,cellular,4,999,0,nonexistent,0
9077,1971-06-06,technician,married,high.school,no,no,no,2008-08-14,cellular,3,999,0,nonexistent,0
